"busco_id"	"Balaena_mysticetus"	"Balaenoptera_acutorostrata"	"Balaenoptera_borealis"	"Balaenoptera_brydei"	"Balaenoptera_omurai"	"Balaenoptera_physalus"	"Cephalorhynchus_hectori"	"Delphinapterus_leucas"	"Delphinus_capensis"	"Delphinus_delphis"	"Eschrichtius_robustus"	"Eubalaena_australis"	"Eubalaena_glacialis"	"Feresa_attenuata"	"Globicephala_macrorhynchus"	"Globicephala_melas"	"Grampus_griseus"	"Kogia_breviceps"	"Kogia_sima"	"Lagenorhynchus_acutus"	"Lagenorhynchus_albirostris"	"Lagenorhynchus_obliquidens"	"Lipotes_vexillifer"	"Megaptera_novaeangliae"	"Mesoplodon_bidens"	"Mesoplodon_densirostris"	"Monodon_monoceros"	"Neophocaena_asiaeorientalis"	"Neophocaena_phocaenoides"	"Orcinus_orca"	"Phocoena_phocoena"	"Phocoenoides_dalli"	"Physeter_catodon"	"Pseudorca_crassidens"	"Sousa_chinensis"	"Stenella_attenuata"	"Stenella_coeruleoalba"	"Steno_bredanensis"	"Tursiops_aduncus"	"Tursiops_truncatus"	"Ziphius_cavirostris"
"EOG0902093Q"	NA	"XM_007179702.1"	NA	NA	NA	NA	NA	"XM_022571673.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"XM_027106827.1"	"XM_007467628.1"	NA	NA	NA	"XM_029204148.1"	"XM_024736859.1"	NA	"XM_004276574.2"	NA	NA	"XM_007115978.1"	NA	NA	NA	NA	NA	NA	"XM_004317843.2"	NA
"EOG0902093S"	NA	"XM_007188037.1"	NA	NA	NA	NA	NA	"XM_022582610.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"XM_027091729.1"	"XM_007446979.1"	NA	NA	NA	"XM_029214948.1"	"XM_024769052.1"	NA	"XM_004278970.1"	NA	NA	"XM_007113370.3"	NA	NA	NA	NA	NA	NA	"XM_019934256.1"	NA
"EOG0902093U"	NA	"XM_007170319.1"	NA	NA	NA	NA	NA	"XM_022597492.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"XM_027127011.1"	"XM_007472358.1"	NA	NA	NA	"XM_029241978.1"	"XM_024766005.1"	NA	"XM_012532309.1"	NA	NA	"XM_007106292.3"	NA	NA	NA	NA	NA	NA	"XM_019949603.1"	NA
"EOG0902093V"	NA	"XM_007166001.2"	NA	NA	NA	NA	NA	"XM_022579768.1"	NA	NA	NA	NA	"ES557129.1"	NA	NA	NA	NA	NA	NA	NA	NA	"XM_027123316.1"	"XM_007447685.1"	NA	NA	NA	"XM_029215563.1"	"XM_024735235.1"	NA	"XM_004274746.1"	NA	NA	"XM_024128914.2"	NA	NA	NA	NA	NA	NA	"XM_019948305.1"	NA
"EOG0902093Y"	NA	"XM_007194168.2"	NA	NA	NA	NA	NA	"XM_022590000.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"XM_027081403.1"	"XM_007466862.1"	NA	NA	NA	"XM_029215803.1"	"XM_024752426.1"	NA	"XM_004280214.1"	NA	NA	"XM_024121072.1"	NA	NA	NA	NA	NA	NA	"XM_019924899.1"	NA
"EOG0902093Z"	NA	"XM_007179525.1"	NA	NA	NA	NA	NA	"XM_022571457.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"XM_027108236.1"	"XM_007467772.1"	NA	NA	NA	"XM_029204711.1"	"XM_024737161.1"	NA	"XM_004274204.1"	NA	NA	"XM_007125697.2"	NA	NA	NA	NA	NA	NA	"XM_004311667.2"	NA
"EOG09020941"	NA	"XM_007166024.2"	NA	NA	NA	NA	NA	"XM_022579786.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"XM_027123341.1"	"XM_007448108.1"	NA	NA	NA	"XM_029236621.1"	"XM_024735126.1"	NA	"XM_004274757.1"	NA	NA	"XM_007105145.2"	NA	NA	NA	NA	NA	NA	"XM_019948397.1"	NA
"EOG0902094B"	NA	"XM_007186734.2"	NA	NA	NA	NA	NA	"XM_022587709.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"XM_027125752.1"	"XM_007448876.1"	NA	NA	NA	"XM_029219567.1"	"XM_024745314.1"	NA	"XM_004268933.2"	NA	NA	"XM_007110423.2"	NA	NA	NA	NA	NA	NA	"XM_004317290.2"	NA
"EOG0902094E"	NA	"XM_028166654.1"	NA	NA	NA	NA	NA	"XM_022563785.1"	NA	NA	NA	NA	"ES558010.1"	NA	NA	NA	NA	NA	NA	NA	NA	"XM_027091274.1"	"XM_007450926.1"	NA	NA	NA	"XM_029240176.1"	"XM_024744136.1"	NA	"XM_004282010.2"	NA	NA	"XM_024116892.1"	NA	NA	NA	NA	NA	NA	"XM_019943429.1"	NA
"EOG0902094G"	NA	"XM_007167601.1"	NA	NA	NA	NA	NA	"XM_022555077.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"XM_027092241.1"	"XM_007459463.1"	NA	NA	NA	"XM_029243216.1"	"XM_024747374.1"	NA	"XM_012531296.1"	NA	NA	"XM_007110040.2"	NA	NA	NA	NA	NA	NA	"XM_019932523.1"	NA
"EOG0902094I"	NA	"XM_007196965.2"	NA	NA	NA	NA	NA	"XM_022600144.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"XM_027105569.1"	"XM_007455961.1"	NA	NA	NA	"XM_029202918.1"	"XM_024763065.1"	NA	"XM_004271405.2"	NA	NA	"XM_007108545.3"	NA	NA	NA	NA	NA	NA	"XM_004312857.2"	NA
"EOG0902094K"	NA	"XM_007170352.1"	NA	NA	NA	NA	NA	"XM_022582569.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"XM_027091657.1"	"XM_007457567.1"	NA	NA	NA	"XM_029213634.1"	"XM_024746264.1"	NA	"XM_004278946.2"	NA	NA	"XM_028489466.1"	NA	NA	NA	NA	NA	NA	"XM_019934221.1"	NA
"EOG0902094M"	NA	"XM_007170780.1"	NA	NA	NA	NA	NA	"XM_022553208.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"XM_027094006.1"	"XM_007452938.1"	NA	NA	NA	"XM_029201185.1"	"XM_024761460.1"	NA	"XM_004271556.2"	NA	NA	"XM_024115718.2"	NA	NA	NA	NA	NA	NA	"XM_019941508.1"	NA
"EOG0902094O"	NA	"XM_007186989.1"	NA	NA	NA	NA	NA	"XM_022588307.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"XM_027126404.1"	"XM_007452832.1"	NA	NA	NA	"XM_029219355.1"	"XM_024744511.1"	NA	"XM_004269010.2"	NA	NA	"XM_007107449.2"	NA	NA	NA	NA	NA	NA	"XM_019921764.1"	NA
"EOG0902094Q"	NA	"XM_007192260.2"	NA	NA	NA	NA	NA	"XM_022560518.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"XM_027095707.1"	"XM_007455883.1"	NA	NA	NA	"XM_029208481.1"	"XM_024768919.1"	NA	"XM_004284010.2"	NA	NA	"XM_007118280.3"	NA	NA	NA	NA	NA	NA	"XM_019948755.1"	NA
"EOG0902094X"	NA	"XM_007189252.2"	NA	NA	NA	NA	NA	"XM_022596797.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"XM_027106033.1"	"XM_007453883.1"	NA	NA	NA	"XM_029205827.1"	"XM_024737548.1"	NA	"XM_004279616.1"	NA	NA	"XM_028490847.1"	NA	NA	NA	NA	NA	NA	NA	NA
"EOG09020951"	NA	"XM_007181863.2"	NA	NA	NA	NA	NA	"XM_022562391.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"XM_027105873.1"	"XM_007450512.1"	NA	NA	NA	"XM_029214896.1"	"XM_024769343.1"	NA	"XM_004278537.1"	NA	NA	"XM_007104840.3"	NA	NA	NA	NA	NA	NA	"XM_004313196.2"	NA
"EOG09020952"	NA	"XM_007193981.2"	NA	NA	NA	NA	NA	"XM_022566104.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"XM_027099499.1"	"XM_007459582.1"	NA	NA	NA	"XM_029241958.1"	"XM_024738706.1"	NA	"XM_004286612.1"	NA	NA	"XM_028479224.1"	NA	NA	NA	NA	NA	NA	"XM_019927183.1"	NA
"EOG0902095D"	NA	"XM_007192118.1"	NA	NA	NA	NA	NA	"XM_022590886.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"XM_027099828.1"	"XM_007451213.1"	NA	NA	NA	"XM_029216561.1"	"XM_024742700.1"	NA	"XM_012532175.1"	NA	NA	"XM_007121478.3"	NA	NA	NA	NA	NA	NA	"XM_019940856.1"	NA
"EOG0902095F"	NA	"XM_007181527.1"	NA	NA	NA	NA	NA	"XM_022594761.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"XM_027117523.1"	"XM_007453468.1"	NA	NA	NA	"XM_029219807.1"	"XM_024759802.1"	NA	"XM_012533185.1"	NA	NA	"XM_028485943.1"	NA	NA	NA	NA	NA	NA	"XM_019928844.1"	NA
"EOG0902095G"	NA	"XM_007180634.2"	NA	NA	NA	NA	NA	"XM_022553677.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"XM_027110943.1"	"XM_007447896.1"	NA	NA	NA	"XM_029239521.1"	"XM_024753295.1"	NA	"XM_004283123.2"	NA	NA	"XM_007130033.2"	NA	NA	NA	NA	NA	NA	"XM_004311619.2"	NA
"EOG0902095J"	NA	"XM_007187536.2"	NA	NA	NA	NA	NA	"XM_022580872.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"XM_027095603.1"	"XM_007471877.1"	NA	NA	NA	"XM_029241364.1"	"XM_024766424.1"	NA	"XM_012538242.1"	NA	NA	"XM_024129524.1"	NA	NA	NA	NA	NA	NA	"XM_019932165.1"	NA
"EOG0902095P"	NA	"XM_007183052.1"	NA	NA	NA	NA	NA	"XM_022569699.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"XM_027131410.1"	"XM_007445565.1"	NA	NA	NA	"XM_029225993.1"	"XM_024752726.1"	NA	"XM_012535581.1"	NA	NA	"XM_028477781.1"	NA	NA	NA	NA	NA	NA	"XM_019922300.1"	NA
"EOG0902095R"	NA	"XM_028165528.1"	NA	NA	NA	NA	NA	"XM_022559288.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"XM_027095367.1"	"XM_007457952.1"	NA	NA	NA	"XM_029229503.1"	"XM_024748171.1"	NA	"XM_004284619.1"	NA	NA	"XM_028483519.1"	NA	NA	NA	NA	NA	NA	"XM_004315609.2"	NA
"EOG0902095U"	NA	"XM_007186566.2"	NA	NA	NA	NA	NA	"XM_022588047.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"XM_027126117.1"	"XM_007468799.1"	NA	NA	NA	"XM_029220466.1"	"XM_024745494.1"	NA	"XM_004268814.1"	NA	NA	"XM_028498666.1"	NA	NA	NA	NA	NA	NA	"XM_019922032.1"	NA
"EOG0902095W"	NA	"XM_007167312.2"	NA	NA	NA	NA	NA	"XM_022566996.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"XM_027103352.1"	"XM_007456365.1"	NA	NA	NA	"XM_029235908.1"	"XM_024741811.1"	NA	"XM_004269637.2"	NA	NA	"XM_007106580.2"	NA	NA	NA	NA	NA	NA	"XM_004325694.2"	NA
"EOG09020962"	NA	"XM_007193657.1"	NA	NA	NA	NA	NA	"XM_022574679.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"XM_027116493.1"	"XM_007464232.1"	NA	NA	NA	"XM_029210342.1"	"XM_024755543.1"	NA	"XM_004282226.1"	NA	NA	"XM_024125949.2"	NA	NA	NA	NA	NA	NA	"XM_019936734.1"	NA
"EOG09020966"	NA	"XM_007175282.1"	NA	NA	NA	NA	NA	"XM_022596218.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"XM_027131069.1"	"XM_007455000.1"	NA	NA	NA	"XM_029210974.1"	"XM_024753412.1"	NA	"XM_004266835.2"	NA	NA	"XM_007117849.3"	NA	NA	NA	NA	NA	NA	"XM_019944145.1"	NA
"EOG09020967"	NA	"XM_007164415.1"	NA	NA	NA	NA	NA	"XM_022575745.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"XM_027108451.1"	"XM_007471156.1"	NA	NA	NA	"XM_029229132.1"	"XM_024739321.1"	NA	"XM_012534489.1"	NA	NA	"XM_007104415.3"	NA	NA	NA	NA	NA	NA	"XM_019937742.1"	NA
"EOG0902096B"	NA	"XM_007172741.1"	NA	NA	NA	NA	NA	"XM_022596634.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"XM_027083475.1"	"XM_007452500.1"	NA	NA	NA	"XM_029215376.1"	"XM_024758362.1"	NA	"XM_004264603.1"	NA	NA	"XM_028492695.1"	NA	NA	NA	NA	NA	NA	"XM_019941489.1"	NA
"EOG0902096C"	NA	"XM_007164259.1"	NA	NA	NA	NA	NA	"XM_022588454.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"XM_027103365.1"	"XM_007453198.1"	NA	NA	NA	"XM_029213701.1"	"XM_024759290.1"	NA	"XM_004272607.1"	NA	NA	"XM_007129015.3"	NA	NA	NA	NA	NA	NA	"XM_019922146.1"	NA
"EOG0902096H"	NA	"XM_007170514.1"	NA	NA	NA	NA	NA	"XM_022551961.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"XM_027109477.1"	"XM_007461796.1"	NA	NA	NA	"XM_029229442.1"	"XM_024766744.1"	NA	"XM_012531920.1"	NA	NA	"XM_007100902.3"	NA	NA	NA	NA	NA	NA	"XM_019938329.1"	NA
"EOG0902096I"	NA	"XM_007177453.2"	NA	NA	NA	NA	NA	"XM_022595642.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"XM_027130678.1"	"XM_007454187.1"	NA	NA	NA	"XM_029212770.1"	"XM_024737286.1"	NA	"XM_004267038.1"	NA	NA	"XM_007125463.2"	NA	NA	NA	NA	NA	NA	"XM_019926892.1"	NA
"EOG0902096J"	NA	"XM_007185472.1"	NA	NA	NA	NA	NA	"XM_022555494.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"XM_027132344.1"	"XM_007464532.1"	NA	NA	NA	"XM_029202289.1"	"XM_024741161.1"	NA	"XM_004265269.1"	NA	NA	"XM_007104720.3"	NA	NA	NA	NA	NA	NA	NA	NA
"EOG0902096N"	NA	"XM_007191900.2"	NA	NA	NA	NA	NA	"XM_022594249.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"XM_027118291.1"	"XM_007461782.1"	NA	NA	NA	"XM_029222299.1"	"XM_024753739.1"	NA	"XM_004270407.1"	NA	NA	"XM_007114751.3"	NA	NA	NA	NA	NA	NA	"XM_004320226.2"	NA
"EOG0902096P"	NA	"XM_007190861.1"	NA	NA	NA	NA	NA	"XM_022556574.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"XM_027086407.1"	"XM_007456543.1"	NA	NA	NA	"XM_029223815.1"	"XM_024759075.1"	NA	"XM_004263827.1"	NA	NA	"XM_028494446.1"	NA	NA	NA	NA	NA	NA	"XM_019951829.1"	NA
"EOG0902096U"	NA	"XM_007165567.2"	NA	NA	NA	NA	NA	"XM_022599495.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"XM_027087534.1"	"XM_007455420.1"	NA	NA	NA	"XM_029235683.1"	"XM_024754125.1"	NA	"XM_004280182.1"	NA	NA	"XM_007125048.2"	NA	NA	NA	NA	NA	NA	"XM_019932748.1"	NA
"EOG0902096V"	NA	"XM_007184524.2"	NA	NA	NA	NA	NA	"XM_022576472.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"XM_027120128.1"	"XM_007459764.1"	NA	NA	NA	"XM_029239472.1"	"XM_024737889.1"	NA	"XM_004262273.1"	NA	NA	"XM_007106974.3"	NA	NA	NA	NA	NA	NA	"XM_019920431.1"	NA
"EOG0902096Y"	NA	"XM_007169647.2"	NA	NA	NA	NA	NA	"XM_022553265.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"XM_027089913.1"	"XM_007464310.1"	NA	NA	NA	"XM_029223934.1"	"XM_024759297.1"	NA	"XM_004264784.1"	NA	NA	"XM_024117929.1"	NA	NA	NA	NA	NA	NA	"XM_019929487.1"	NA
"EOG09020971"	NA	"XM_007183377.1"	NA	NA	NA	NA	NA	"XM_022556176.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"XM_027092970.1"	"XM_007463623.1"	NA	NA	NA	"XM_029208652.1"	"XM_024740833.1"	NA	"XM_004280469.1"	NA	NA	"XM_007124675.2"	NA	NA	NA	NA	NA	NA	"XM_019941644.1"	NA
"EOG09020979"	NA	"XM_007197150.1"	NA	NA	NA	NA	NA	"XM_022586760.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"XM_027128489.1"	"XM_007454852.1"	NA	NA	NA	"XM_029243909.1"	"XM_024740402.1"	NA	"XM_004273531.2"	NA	NA	"XM_024121806.1"	NA	NA	NA	NA	NA	NA	"XM_019945218.1"	NA
"EOG0902097E"	NA	"XM_007193227.2"	NA	NA	NA	NA	NA	"XM_022592572.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"XM_027078473.1"	"XM_007447777.1"	NA	NA	NA	"XM_029220573.1"	"XM_024743202.1"	NA	"XM_012534100.1"	NA	NA	"XM_028499895.1"	NA	NA	NA	NA	NA	NA	"XM_019950640.1"	NA
"EOG0902097N"	NA	"XM_007195062.2"	NA	NA	NA	NA	NA	"XM_022577716.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"XM_027129461.1"	"XM_007454602.1"	NA	NA	NA	"XM_029205288.1"	"XM_024733373.1"	NA	"XM_004270942.1"	NA	NA	"XM_007110760.3"	NA	NA	NA	NA	NA	NA	"XM_019936668.1"	NA
"EOG0902097W"	NA	"XM_007176374.1"	NA	NA	NA	NA	NA	"XM_022553316.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"XM_027114257.1"	"XM_007468506.1"	NA	NA	NA	"XM_029228517.1"	"XM_024743557.1"	NA	"XM_004263002.2"	NA	NA	"XM_024119628.2"	NA	NA	NA	NA	NA	NA	"XM_004326545.2"	NA
"EOG0902097X"	NA	"XM_007187964.1"	NA	NA	NA	NA	NA	"XM_022567743.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"XM_027120917.1"	"XM_007445816.1"	NA	NA	NA	"XM_029224473.1"	"XM_024763117.1"	NA	"XM_004262693.2"	NA	NA	"XM_007122436.2"	NA	NA	NA	NA	NA	NA	NA	NA
"EOG09020982"	NA	"XM_007183825.2"	NA	NA	NA	NA	NA	"XM_022595780.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"XM_027130557.1"	"XM_007454238.1"	NA	NA	NA	"XM_029212270.1"	"XM_024736470.1"	NA	"XM_004267082.1"	NA	NA	"XM_007123557.3"	NA	NA	NA	NA	NA	NA	"XM_019926952.1"	NA
"EOG09020984"	NA	"XM_007183175.2"	NA	NA	NA	NA	NA	"XM_022569864.1"	NA	NA	NA	NA	"ES588343.1"	NA	NA	NA	NA	NA	NA	NA	NA	"XM_027130022.1"	"XM_007457002.1"	NA	NA	NA	"XM_029225628.1"	"XM_024735988.1"	NA	"XM_004266269.2"	NA	NA	"XM_007107744.2"	NA	NA	NA	NA	NA	NA	"XM_019922764.1"	NA
"EOG09020986"	NA	"XM_007193044.2"	NA	NA	NA	NA	NA	"XM_022593342.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"XM_027100692.1"	"XM_007451707.1"	NA	NA	NA	"XM_029217656.1"	"XM_024734324.1"	NA	"XM_012537378.1"	NA	NA	"XM_024121119.1"	NA	NA	NA	NA	NA	NA	"XM_019929738.1"	NA
"EOG0902098D"	NA	"XM_028166719.1"	NA	NA	NA	NA	NA	"XM_022559793.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"XM_027095566.1"	"XM_007469191.1"	NA	NA	NA	"XM_029240310.1"	"XM_024756306.1"	NA	"XM_004265421.2"	NA	NA	"XM_028492512.1"	NA	NA	NA	NA	NA	NA	"XM_019944701.1"	NA
"EOG0902098H"	NA	"XM_007178032.1"	NA	NA	NA	NA	NA	"XM_022564184.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"XM_027097826.1"	"XM_007460257.1"	NA	NA	NA	"XM_029230021.1"	"XM_024762865.1"	NA	"XM_004285191.1"	NA	NA	"XM_007130450.2"	NA	NA	NA	NA	NA	NA	"XM_019920121.1"	NA
"EOG0902098M"	NA	"XM_007190318.2"	NA	NA	NA	NA	NA	"XM_022595204.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"XM_027084274.1"	"XM_007465546.1"	NA	NA	NA	"XM_029215848.1"	"XM_024753387.1"	NA	"XM_004272012.1"	NA	NA	"XM_007114177.3"	NA	NA	NA	NA	NA	NA	"XM_004315990.2"	NA
"EOG0902098T"	NA	"XM_007173421.1"	NA	NA	NA	NA	NA	"XM_022580136.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"XM_027123712.1"	"XM_007462444.1"	NA	NA	NA	"XM_029236799.1"	"XM_024768985.1"	NA	"XM_004276349.2"	NA	NA	"XM_007113027.3"	NA	NA	NA	NA	NA	NA	"XM_019950292.1"	NA
"EOG0902098V"	NA	"XM_007175048.2"	NA	NA	NA	NA	NA	"XM_022551856.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"XM_027109922.1"	"XM_007459238.1"	NA	NA	NA	"XM_029230081.1"	"XM_024749906.1"	NA	"XM_004272483.1"	NA	NA	"XM_007121577.3"	NA	NA	NA	NA	NA	NA	"XM_019918932.1"	NA
"EOG0902098W"	NA	"XM_007191957.2"	NA	NA	NA	NA	NA	"XM_022584416.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"XM_027118590.1"	"XM_007455285.1"	NA	NA	NA	"XM_029232928.1"	"XM_024761843.1"	NA	"XM_004266123.1"	NA	NA	"XM_007116356.3"	NA	NA	NA	NA	NA	NA	"XM_019937101.1"	NA
"EOG0902098X"	NA	"XM_007174234.1"	NA	NA	NA	NA	NA	"XM_022562718.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"XM_027095767.1"	"XM_007472047.1"	NA	NA	NA	"XM_029240352.1"	"XM_024744130.1"	NA	"XM_004286753.1"	NA	NA	"XM_024115486.2"	NA	NA	NA	NA	NA	NA	"XM_019925613.1"	NA
"EOG0902098Y"	NA	"XM_007165544.1"	NA	NA	NA	NA	NA	"XM_022590250.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"XM_027081436.1"	"XM_007447132.1"	NA	NA	NA	"XM_029218809.1"	"XM_024760144.1"	NA	"XM_004281012.2"	NA	NA	"XM_024117218.2"	NA	NA	NA	NA	NA	NA	"XM_019931790.1"	NA
"EOG09020997"	NA	"XM_007197716.2"	NA	NA	NA	NA	NA	"XM_022580013.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"XM_027123597.1"	"XM_007446676.1"	NA	NA	NA	"XM_029236792.1"	"XM_024761715.1"	NA	"XM_004276301.2"	NA	NA	"XM_007113742.3"	NA	NA	NA	NA	NA	NA	"XM_019949578.1"	NA
"EOG0902099C"	NA	"XM_007187481.2"	NA	NA	NA	NA	NA	"XM_022569315.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"XM_027112081.1"	"XM_007471571.1"	NA	NA	NA	"XM_029200871.1"	"XM_024739557.1"	NA	"XM_004279412.1"	NA	NA	"XM_007107125.2"	NA	NA	NA	NA	NA	NA	"XM_004321031.2"	NA
"EOG0902099G"	NA	"XM_007183763.2"	NA	NA	NA	NA	NA	"XM_022552800.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"XM_027097879.1"	"XM_007470488.1"	NA	NA	NA	"XM_029214064.1"	"XM_024758256.1"	NA	"XM_004264552.2"	NA	NA	"XM_028492668.1"	NA	NA	NA	NA	NA	NA	"XM_019922117.1"	NA
"EOG0902099J"	NA	"XM_007180728.2"	NA	NA	NA	NA	NA	"XM_022570698.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"XM_027111095.1"	"XM_007462598.1"	NA	NA	NA	"XM_029236551.1"	"XM_024762014.1"	NA	"XM_004269980.1"	NA	NA	"XM_024118460.1"	NA	NA	NA	NA	NA	NA	"XM_019924011.1"	NA
"EOG0902099P"	NA	"XM_007181529.2"	NA	NA	NA	NA	NA	"XM_022594758.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"XM_027117540.1"	"XM_007453469.1"	NA	NA	NA	"XM_029222314.1"	"XM_024759824.1"	NA	"XM_004270227.1"	NA	NA	"XM_028499608.1"	NA	NA	NA	NA	NA	NA	"XM_019928852.1"	NA
"EOG0902099R"	NA	"XM_007188473.2"	NA	NA	NA	NA	NA	"XM_022588667.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"XM_027099443.1"	"XM_007449039.1"	NA	NA	NA	"XM_029215623.1"	"XM_024757141.1"	NA	"XM_004267434.1"	NA	NA	"XM_007116227.3"	NA	NA	NA	NA	NA	NA	"XM_004312624.2"	NA
"EOG090209A0"	NA	"XM_007179468.2"	NA	NA	NA	NA	NA	"XM_022572016.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"XM_027106481.1"	NA	NA	NA	NA	"XM_029206442.1"	"XM_024737025.1"	NA	"XM_004274243.1"	NA	NA	"XM_028490332.1"	NA	NA	NA	NA	NA	NA	NA	NA
"EOG090209A1"	NA	"XM_007192674.1"	NA	NA	NA	NA	NA	"XM_022594901.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"XM_027087991.1"	"XM_007456433.1"	NA	NA	NA	"XM_029201399.1"	"XM_024750536.1"	NA	"XM_004278683.2"	NA	NA	"XM_007113689.3"	NA	NA	NA	NA	NA	NA	"XM_004324499.2"	NA
"EOG090209A6"	NA	"XM_007192583.2"	NA	NA	NA	NA	NA	"XM_022562839.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"XM_027093775.1"	"XM_007453055.1"	NA	NA	NA	"XM_029242490.1"	"XM_024740188.1"	NA	"XM_004274841.2"	NA	NA	"XM_028478749.1"	NA	NA	NA	NA	NA	NA	"XM_019944542.1"	NA
